frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.2009,-11.56,15.9,35.4,5% kerosene
0.1462,-16.23,21.7,42.9,10% turpentine
0.1224,-21.11,26.0,47.2,5% turpentine
0.1322,-16.33,23.6,43.4,10% kerosene
0.2095,-13.53,15.0,36.4,10% kerosene
0.2494,-9.65,10.0,31.4,20% turpentine
0.1185,-20.0,24.1,48.0,15% kerosene
0.1306,-17.75,18.0,44.7,15% turpentine
0.1111,-19.92,26.2,47.6,10% turpentine
0.2341,-10.96,11.0,33.0,20% kerosene
0.2176,-11.25,11.6,34.8,5% kerosene
0.1014,-21.47,28.5,48.8,5% turpentine
0.1299,-19.26,24.1,45.9,5% turpentine
0.158,-16.17,18.1,45.1,15% turpentine
0.1841,-16.24,20.4,41.8,15% turpentine
0.1847,-13.16,16.6,38.8,5% kerosene
0.1337,-19.6,24.7,45.7,15% turpentine
0.1178,-21.23,25.1,47.4,10% kerosene
0.2357,-12.23,11.8,32.5,20% kerosene
0.2445,-9.61,10.3,32.1,15% turpentine
0.1898,-13.41,15.7,39.9,15% kerosene
0.2448,-10.7,12.9,34.0,20% kerosene
0.1305,-18.89,23.3,46.2,20% kerosene
0.2264,-12.49,13.0,34.7,pure
0.1828,-15.22,18.4,43.0,15% kerosene
0.1842,-12.84,16.8,37.5,5% turpentine
0.2379,-10.54,13.8,33.2,20% kerosene
0.1739,-16.15,15.3,39.7,5% turpentine
0.1478,-15.94,22.2,43.8,5% kerosene
0.2125,-12.87,12.8,39.7,20% turpentine
0.1236,-16.18,23.9,44.1,20% turpentine
0.1039,-19.81,23.1,49.3,10% kerosene
0.1128,-20.05,25.4,47.7,5% kerosene
0.196,-16.74,14.7,41.3,20% turpentine
0.2053,-12.98,13.8,36.4,10% kerosene
0.2123,-15.76,17.4,38.8,15% kerosene
0.1772,-13.71,16.4,37.7,5% turpentine
0.1125,-18.95,23.4,46.6,5% kerosene
0.1107,-21.01,27.9,48.8,20% turpentine
0.2381,-10.08,10.5,32.3,10% turpentine
0.1198,-20.06,23.7,47.7,15% turpentine
0.1969,-12.13,19.3,40.0,10% kerosene
0.1786,-13.45,16.5,38.2,10% turpentine
0.1733,-17.34,21.2,43.4,15% turpentine
0.1666,-15.86,22.3,41.8,20% turpentine
0.2103,-14.53,14.6,40.0,20% turpentine
0.2189,-10.85,11.2,34.0,pure
0.2037,-14.33,15.7,37.2,5% turpentine
0.2313,-12.11,13.8,36.7,20% kerosene
0.1572,-17.42,17.2,44.3,15% kerosene
0.1128,-20.76,26.4,48.4,10% turpentine
0.2111,-11.58,13.2,36.1,10% kerosene
0.2102,-11.16,13.4,37.3,15% kerosene
0.1732,-18.48,19.4,40.6,20% turpentine
0.2132,-14.08,15.8,38.4,pure
0.1843,-13.56,17.4,39.4,10% kerosene
0.1302,-18.59,19.9,43.3,10% turpentine
0.1112,-20.53,25.0,49.1,10% kerosene
0.1054,-19.08,25.1,47.9,10% kerosene
0.1086,-20.6,26.4,49.2,15% kerosene
0.1658,-18.06,22.1,42.0,5% turpentine
0.1684,-13.4,14.6,40.3,15% kerosene
0.1634,-15.33,19.4,41.6,pure
0.2405,-10.79,12.8,35.9,5% kerosene
0.1307,-16.02,21.2,46.4,10% turpentine
0.2469,-9.86,10.6,32.1,15% kerosene
0.1614,-18.71,19.6,43.1,10% kerosene
0.179,-14.02,18.6,44.7,15% turpentine
0.2119,-10.81,11.9,33.8,15% kerosene
0.2274,-11.64,14.0,35.1,pure
0.138,-17.31,20.0,43.7,5% turpentine
0.1362,-17.8,20.9,46.2,5% turpentine
0.1204,-17.1,28.1,45.2,pure
0.2092,-12.19,13.2,37.7,10% turpentine
0.1733,-16.54,20.0,40.5,10% turpentine
0.2068,-11.57,14.0,38.3,5% turpentine
0.1028,-21.22,25.7,47.7,15% turpentine
0.1162,-21.24,27.1,49.1,10% turpentine
0.1409,-17.31,20.8,43.9,20% kerosene
0.2058,-14.61,18.4,43.1,pure
0.1845,-14.88,16.6,41.7,15% turpentine
0.1668,-13.98,14.5,37.2,15% turpentine
0.1335,-19.41,25.2,48.6,20% kerosene
0.2263,-12.25,14.6,38.9,20% turpentine
0.1264,-18.77,23.5,46.3,pure
0.2057,-12.7,14.9,37.9,10% turpentine
0.1225,-19.36,22.6,44.9,15% kerosene
0.2395,-10.48,12.6,35.0,pure
0.1987,-11.15,13.0,35.6,5% kerosene
0.1471,-16.95,18.7,44.9,5% turpentine
0.1511,-16.51,18.0,45.1,pure
0.1086,-19.96,24.0,47.7,15% turpentine
0.1964,-10.83,15.5,37.0,15% kerosene
0.1864,-16.58,19.6,46.8,10% kerosene
0.1556,-14.76,18.2,38.9,20% kerosene
0.1307,-19.67,26.0,46.6,10% kerosene
0.2094,-14.04,19.9,36.9,10% kerosene
0.1072,-21.44,25.9,48.9,5% kerosene
0.1098,-19.59,27.4,48.1,10% turpentine
0.1981,-11.91,11.8,32.9,5% turpentine
0.2119,-13.3,13.2,36.6,15% turpentine
0.1934,-14.11,17.8,40.5,5% kerosene
0.1682,-14.42,14.1,40.8,20% turpentine
0.1533,-14.27,19.1,41.0,15% turpentine
0.2356,-11.63,10.6,33.6,5% turpentine
0.1514,-17.99,21.8,40.7,20% turpentine
0.1406,-16.23,19.2,43.0,15% turpentine
0.2011,-15.45,14.8,36.4,5% turpentine
0.0993,-21.9,27.6,49.5,5% turpentine
0.2325,-11.49,12.2,33.9,10% kerosene
0.1827,-11.54,14.1,39.4,10% turpentine
0.1952,-11.54,13.4,39.6,15% turpentine
0.206,-12.21,13.6,37.4,5% kerosene
0.1473,-15.56,17.5,41.4,5% kerosene
0.1252,-19.48,23.1,42.7,5% kerosene
0.1933,-12.18,12.4,36.7,20% kerosene
0.2461,-9.72,10.4,32.4,5% kerosene
0.1434,-17.31,21.4,43.0,20% turpentine
0.1915,-11.52,17.1,40.2,10% kerosene
0.0965,-21.84,28.1,49.7,15% kerosene
0.197,-13.18,14.5,37.7,10% kerosene
0.1884,-16.54,16.4,41.0,15% turpentine
0.1745,-16.13,18.3,43.7,5% kerosene
0.1318,-18.97,24.1,44.6,5% turpentine
0.2201,-11.68,13.5,35.5,pure
0.2465,-10.67,11.5,31.8,pure
0.2442,-11.53,11.9,34.5,15% turpentine
0.2065,-12.97,13.5,36.8,5% kerosene
0.2423,-10.84,11.9,36.4,5% kerosene
0.1927,-14.65,16.1,40.2,5% turpentine
0.1601,-15.37,19.2,41.5,10% kerosene
0.2136,-11.78,17.3,35.4,20% turpentine
0.1322,-16.1,20.2,44.0,5% turpentine
0.0989,-21.59,29.9,48.9,20% kerosene
0.1843,-13.71,14.8,41.3,5% kerosene
0.2011,-15.21,17.3,42.1,20% kerosene
0.2085,-11.69,11.7,35.4,10% turpentine
0.171,-13.84,16.8,39.3,20% turpentine
0.2276,-11.27,14.2,36.4,10% turpentine
0.2334,-11.09,12.1,34.0,pure
0.143,-16.69,22.0,43.8,15% kerosene
0.1563,-17.23,14.6,44.1,15% turpentine
0.1072,-17.93,24.1,48.3,20% kerosene
0.2238,-12.4,12.6,35.0,10% turpentine
0.132,-13.0,18.0,40.4,15% turpentine
0.1677,-15.5,19.0,38.8,15% kerosene
0.1539,-17.09,19.4,44.2,15% kerosene
0.2243,-12.72,13.9,36.9,20% turpentine
0.198,-10.48,13.0,33.6,15% kerosene
0.1896,-14.68,16.6,41.9,20% kerosene
0.1943,-15.06,19.1,42.1,10% kerosene
0.1069,-19.96,26.4,48.8,15% kerosene
0.1517,-17.35,24.3,45.4,10% turpentine
0.1371,-18.11,22.6,45.2,10% turpentine
0.1328,-17.39,20.1,42.0,20% kerosene
0.2296,-10.32,12.7,35.0,20% turpentine
0.1734,-14.6,18.6,41.1,10% turpentine
0.1646,-15.01,19.5,39.9,15% turpentine
0.1329,-17.47,22.3,44.6,10% turpentine
0.2259,-13.21,14.9,37.3,5% kerosene
0.1328,-21.56,26.7,47.7,pure
0.2116,-12.84,17.4,41.6,5% kerosene
0.2295,-10.02,12.6,35.1,5% kerosene
0.1217,-20.08,24.5,48.2,20% kerosene
0.2277,-9.94,12.2,34.4,15% kerosene
0.191,-12.66,20.0,43.2,10% turpentine
0.1079,-18.69,25.2,47.2,15% turpentine
0.1935,-14.31,15.3,38.9,15% turpentine
0.2358,-9.99,11.6,31.7,20% kerosene
0.2019,-12.66,15.9,43.0,5% kerosene
0.1462,-16.37,21.0,45.5,5% turpentine
0.1071,-19.89,25.0,47.6,10% kerosene
0.2322,-10.83,12.1,36.9,20% kerosene
0.1297,-17.9,22.9,44.4,5% kerosene
0.1187,-20.15,20.7,44.2,pure
0.2474,-9.74,10.3,32.0,15% kerosene
0.1022,-21.21,24.9,48.3,10% turpentine
0.2287,-11.38,14.4,37.5,10% turpentine
0.1109,-20.32,23.3,48.6,15% turpentine
0.1833,-11.62,16.1,38.3,20% kerosene
0.2228,-14.79,12.3,36.9,15% turpentine
0.1637,-14.81,17.7,41.8,pure
0.1969,-16.36,16.2,37.5,20% turpentine
0.1092,-17.45,21.4,45.5,20% turpentine
0.124,-17.55,22.6,44.6,10% turpentine
0.2398,-9.89,11.5,32.0,pure
0.2354,-10.81,11.5,35.2,10% turpentine
0.2183,-12.52,14.7,35.6,5% kerosene
0.1509,-18.77,21.5,44.4,10% kerosene
0.217,-11.72,12.7,37.2,10% kerosene
0.1877,-12.25,19.0,41.6,5% turpentine
0.1272,-20.82,25.3,45.5,pure
0.2269,-10.01,10.9,34.2,5% kerosene
0.2049,-17.07,17.6,38.9,5% turpentine
0.1024,-19.37,24.5,47.6,20% turpentine
0.1931,-14.09,16.8,43.1,15% kerosene
0.1611,-17.49,16.2,43.4,20% turpentine
0.2483,-9.82,10.5,31.6,5% kerosene
0.123,-19.45,22.7,46.6,20% turpentine
0.2202,-10.25,13.6,33.9,10% turpentine
0.097,-21.7,28.7,49.0,20% kerosene
0.1043,-20.69,27.2,48.5,20% kerosene
0.1205,-17.51,19.4,44.4,10% kerosene
0.1207,-16.63,21.8,45.3,5% turpentine
0.2454,-10.57,10.9,32.2,5% turpentine
0.2085,-12.27,14.1,39.5,15% turpentine
0.1127,-21.38,26.6,48.6,5% turpentine
0.1304,-16.65,22.6,42.3,5% turpentine
0.0976,-21.23,28.5,49.1,15% turpentine
0.1837,-18.08,22.3,43.2,15% kerosene
0.1907,-13.88,13.7,36.2,pure
0.0978,-21.62,28.8,49.3,pure
0.2044,-12.35,14.2,38.8,20% turpentine
0.1344,-18.16,20.3,45.1,5% kerosene
0.2267,-15.57,14.4,38.8,20% kerosene
0.2211,-11.41,12.8,35.0,20% kerosene
0.1663,-18.21,17.5,38.3,20% kerosene
0.1083,-19.87,24.0,47.4,10% turpentine
0.2244,-13.61,13.6,42.4,10% kerosene
0.1057,-20.08,26.4,48.2,15% kerosene
0.1513,-17.8,17.6,45.8,15% kerosene
0.1193,-18.84,23.8,46.9,5% kerosene
0.1114,-19.71,22.0,45.3,10% kerosene
0.1839,-11.66,13.8,37.7,15% kerosene
0.1749,-14.56,16.4,40.8,20% kerosene
0.2311,-11.4,16.7,34.7,20% turpentine
0.1616,-18.87,19.8,43.2,15% turpentine
0.1864,-13.56,18.9,39.1,20% kerosene
0.126,-21.23,22.5,46.8,15% turpentine
0.2027,-12.9,17.1,38.0,10% kerosene
0.0997,-21.16,27.2,48.7,5% turpentine
0.2415,-10.14,11.4,32.9,pure
0.2313,-10.52,12.9,34.6,pure
0.2321,-12.1,12.5,33.3,5% kerosene
0.1549,-16.16,18.5,41.6,pure
0.2436,-10.43,11.2,31.8,20% turpentine
0.1078,-19.88,24.3,48.0,15% turpentine
0.1716,-14.69,18.1,41.6,5% kerosene
0.204,-12.46,14.5,36.7,20% turpentine
0.236,-9.98,10.7,32.1,5% kerosene
0.1975,-11.96,17.8,38.0,10% kerosene
0.2074,-13.93,14.2,36.0,10% turpentine
0.1488,-20.13,25.0,43.5,10% kerosene
0.2248,-10.55,12.2,33.5,5% kerosene
0.1612,-18.08,21.6,45.0,pure
0.1465,-14.96,15.8,40.3,5% turpentine
0.1947,-11.73,11.9,36.9,10% turpentine
0.2261,-13.7,17.1,35.8,10% turpentine
0.1341,-20.72,24.8,45.5,5% kerosene
0.2421,-9.86,12.2,33.8,5% turpentine
0.2256,-11.31,12.7,35.1,10% turpentine
0.1361,-17.4,20.0,42.0,10% turpentine
0.2149,-11.87,13.0,34.9,15% turpentine
0.2086,-13.09,14.6,37.9,10% turpentine
0.1754,-17.31,20.5,43.9,pure
0.1811,-18.53,19.8,42.4,5% turpentine
0.2433,-10.25,11.0,33.5,20% turpentine
0.2171,-11.4,11.2,33.9,10% kerosene
0.2379,-10.71,12.1,31.9,20% kerosene
0.2375,-10.59,12.6,34.6,10% kerosene
0.197,-16.51,15.5,41.4,10% turpentine
0.1034,-21.2,27.0,49.1,5% turpentine
0.1932,-15.87,16.7,36.6,10% kerosene
0.1926,-11.93,13.3,35.9,20% kerosene
0.1728,-16.72,20.9,44.6,pure
0.1188,-18.75,23.3,45.5,5% turpentine
0.1644,-16.36,22.6,42.2,5% kerosene
0.1927,-15.22,20.7,44.8,20% kerosene
0.1753,-15.53,15.6,36.5,5% kerosene
0.237,-11.41,12.1,35.6,20% turpentine
0.1122,-21.2,27.0,47.8,10% turpentine
0.1667,-17.8,18.4,43.4,5% turpentine
0.1987,-14.17,16.2,40.5,15% turpentine
0.2123,-10.69,14.0,35.7,15% kerosene
0.183,-13.31,14.7,34.9,10% kerosene
0.1333,-19.73,26.5,45.9,20% turpentine
0.2238,-12.61,13.4,36.6,20% kerosene
0.1332,-19.53,24.9,47.0,15% kerosene
0.1702,-14.06,16.9,40.5,5% turpentine
0.1944,-12.2,13.6,40.2,15% kerosene
0.216,-11.69,16.8,40.7,5% kerosene
0.2374,-10.06,11.7,34.5,20% turpentine
0.1858,-14.01,14.5,40.6,pure
0.2219,-10.19,12.1,34.9,20% kerosene
0.2335,-10.65,11.4,33.1,15% turpentine
0.2109,-15.4,15.1,38.8,20% kerosene
0.1829,-15.52,19.0,38.1,10% kerosene
0.2087,-11.19,17.5,39.5,20% turpentine
0.1373,-18.68,21.3,44.7,10% turpentine
0.2405,-11.82,14.7,36.4,15% turpentine
0.1303,-17.57,20.3,45.8,15% turpentine
0.1354,-17.33,22.5,43.8,5% turpentine
0.1251,-18.07,24.5,45.9,20% kerosene
0.1418,-18.55,23.8,46.4,5% kerosene
0.2244,-12.71,14.4,38.1,5% turpentine
0.2028,-13.85,18.5,41.9,5% kerosene
0.1525,-17.5,20.3,44.1,15% turpentine
0.1017,-21.58,26.5,49.0,5% kerosene
0.1938,-12.89,14.5,38.5,15% turpentine
0.1611,-13.7,15.1,38.4,pure
0.1385,-18.76,21.7,44.4,20% kerosene
0.2179,-13.05,14.6,34.2,pure
0.2315,-10.25,11.6,35.1,15% kerosene
0.248,-9.56,10.3,32.5,pure
0.2179,-13.34,15.0,37.2,10% turpentine
0.2055,-11.9,14.0,34.7,10% turpentine
0.1007,-21.31,27.9,48.9,20% kerosene
0.1599,-17.24,21.0,41.5,pure
0.0983,-21.86,29.4,49.7,20% kerosene
0.2214,-10.7,13.6,34.5,10% turpentine
0.1804,-13.78,17.0,37.6,5% turpentine
0.1356,-16.33,21.0,41.1,20% kerosene
0.2309,-10.13,11.6,32.9,5% turpentine
0.162,-12.94,23.1,41.9,5% turpentine
0.2021,-19.16,19.1,43.3,5% kerosene
0.1368,-17.7,24.7,46.6,5% kerosene
0.0983,-21.45,28.4,49.1,10% turpentine
0.1624,-16.03,18.7,41.5,pure
0.2427,-9.81,11.0,32.4,20% turpentine
0.1612,-16.04,15.7,40.4,15% kerosene
0.1314,-18.25,21.4,46.8,20% kerosene
0.1369,-19.29,22.0,44.2,15% kerosene
0.2222,-11.45,13.8,36.2,5% kerosene
0.2431,-9.95,11.0,32.2,5% turpentine
0.1907,-13.59,18.7,42.0,10% kerosene
0.1424,-17.21,18.3,46.2,15% turpentine
0.1091,-20.33,26.9,47.7,15% turpentine
0.2332,-9.89,12.2,35.3,5% kerosene
0.1668,-15.85,19.9,42.5,10% kerosene
0.2164,-12.59,13.7,37.3,15% turpentine
0.222,-10.11,11.6,33.4,5% turpentine
0.207,-11.75,14.7,36.6,5% kerosene
0.1465,-17.33,16.9,41.8,15% kerosene
0.2085,-13.27,13.6,36.0,pure
0.1935,-14.61,14.6,36.8,20% turpentine
0.2164,-11.12,14.3,38.0,5% turpentine
0.2155,-11.89,17.2,35.6,pure
0.1533,-15.11,17.3,43.7,15% turpentine
0.2104,-13.73,16.6,36.6,5% kerosene
0.1931,-15.01,14.8,37.0,5% kerosene
0.1052,-21.36,26.7,49.1,5% turpentine
0.1135,-20.08,24.4,44.6,pure
0.1117,-20.49,25.5,48.3,pure
0.2191,-13.17,16.4,36.1,5% kerosene
0.1354,-18.02,21.2,44.2,5% kerosene
0.2496,-9.53,10.0,31.4,10% kerosene
0.212,-10.69,12.4,37.5,15% kerosene
0.2193,-15.17,13.8,38.9,15% turpentine
0.118,-19.9,26.7,45.6,10% turpentine
0.135,-18.14,24.8,46.8,5% turpentine
0.1445,-16.76,22.2,43.6,10% turpentine
0.2332,-10.39,11.2,34.3,5% turpentine
0.2107,-10.74,12.5,34.5,15% turpentine
0.142,-17.41,21.7,44.5,20% kerosene
0.1097,-19.64,24.4,43.8,5% turpentine
0.213,-12.16,13.7,36.1,20% turpentine
0.1769,-14.93,19.7,40.0,15% turpentine
0.2101,-12.29,14.7,37.3,pure
0.2304,-10.28,11.1,34.6,20% turpentine
0.1905,-18.27,20.3,43.3,pure
0.0965,-21.97,29.9,49.7,5% kerosene
0.1769,-16.7,17.4,41.7,5% turpentine
0.1743,-17.01,15.9,41.0,15% kerosene
0.1435,-15.52,16.9,40.2,10% kerosene
0.1703,-15.54,17.7,39.8,10% turpentine
0.1239,-20.82,23.1,47.2,10% kerosene
0.2033,-11.28,13.8,37.9,15% kerosene
0.2488,-9.85,11.2,32.1,10% turpentine
0.2429,-9.58,10.4,31.3,pure
0.1064,-20.35,25.7,46.5,10% kerosene
0.1473,-14.77,20.5,41.5,20% kerosene
0.1564,-16.41,17.5,40.0,5% turpentine
0.2252,-10.54,13.5,35.2,5% turpentine
0.1467,-14.08,20.3,43.4,5% kerosene
0.2439,-9.65,11.2,32.0,15% kerosene
0.1481,-14.58,19.9,43.8,5% kerosene
0.207,-12.72,15.4,36.8,20% turpentine
0.1825,-13.95,14.9,36.8,15% turpentine
0.2155,-11.34,14.1,36.9,20% turpentine
0.1289,-17.34,22.8,46.6,10% kerosene
0.1443,-14.93,19.5,43.1,10% kerosene
0.1438,-16.03,20.9,43.2,20% kerosene
0.1365,-17.38,19.0,43.9,20% kerosene
0.205,-13.31,16.3,36.2,10% kerosene
0.1172,-18.75,20.0,44.5,10% turpentine
0.147,-13.95,13.3,38.9,10% turpentine
0.098,-21.71,29.9,49.4,15% turpentine
0.1706,-14.73,17.2,40.7,20% kerosene
0.1074,-19.82,27.4,46.6,20% kerosene
0.1971,-11.82,12.8,37.1,15% turpentine
0.1053,-21.73,28.6,48.6,20% kerosene
0.2001,-15.19,18.2,41.1,10% turpentine
0.1701,-14.06,16.9,39.6,10% turpentine
0.221,-13.38,13.3,35.2,10% turpentine
0.1098,-20.67,25.3,47.5,15% kerosene
0.1508,-15.48,19.3,41.0,5% turpentine
0.2268,-10.22,11.3,32.9,5% turpentine
0.228,-11.28,14.5,37.9,20% kerosene
0.19,-13.16,13.3,37.9,pure
0.1468,-19.63,22.9,45.2,5% kerosene
0.1614,-19.01,17.4,44.0,5% kerosene
0.239,-10.42,11.6,32.8,5% turpentine
0.1336,-16.23,20.1,39.6,15% turpentine
0.1836,-13.11,15.2,39.8,5% turpentine
0.11,-19.16,24.3,47.5,15% turpentine
0.179,-14.88,20.2,41.2,pure
0.2419,-10.0,10.7,32.3,10% kerosene
0.1262,-20.4,24.7,47.3,10% turpentine
0.2156,-11.55,17.2,36.1,20% kerosene
0.1057,-20.91,26.8,48.6,5% kerosene
0.1156,-21.14,27.0,47.7,5% turpentine
0.1882,-13.41,15.4,40.4,20% kerosene
0.1824,-13.61,16.4,37.8,10% kerosene
0.2232,-10.64,13.7,35.0,pure
0.1706,-13.63,18.1,40.9,pure
0.1672,-14.94,15.6,38.2,pure
0.1182,-19.46,21.9,48.1,20% kerosene
0.1963,-13.63,15.7,36.6,5% kerosene
0.1745,-11.25,18.5,38.7,pure
0.1521,-14.45,19.2,40.8,10% turpentine
0.2332,-11.27,12.3,34.9,15% turpentine
0.2336,-10.06,13.8,33.4,5% kerosene
0.2283,-11.3,14.2,35.5,15% kerosene
0.144,-18.29,22.7,43.3,20% turpentine
0.1216,-19.97,23.3,46.7,20% turpentine
0.1002,-21.67,28.9,48.7,5% turpentine
0.1891,-11.77,15.1,38.8,10% kerosene
0.1943,-15.4,15.2,37.7,20% turpentine
0.174,-13.49,16.4,38.1,15% kerosene
0.2155,-10.66,12.5,35.0,5% turpentine
0.2299,-11.62,11.0,34.7,pure
0.1819,-15.9,20.9,41.2,10% kerosene
0.1893,-19.05,18.8,42.5,pure
0.1697,-15.64,18.3,44.1,pure
0.1411,-15.81,18.3,41.6,5% kerosene
0.2347,-12.8,16.1,37.3,20% turpentine
0.1123,-19.44,26.3,47.1,15% turpentine
0.1538,-17.68,19.4,41.5,20% turpentine
0.2128,-12.27,13.7,38.6,5% turpentine
0.2274,-10.58,12.9,33.3,5% turpentine
0.1425,-18.21,23.8,43.3,20% turpentine
0.1011,-21.95,28.5,49.7,20% turpentine
0.234,-10.6,12.6,32.5,15% turpentine
0.227,-10.15,10.9,35.4,15% kerosene
0.2109,-12.21,13.5,35.3,5% kerosene
0.102,-21.13,25.6,47.6,15% turpentine
0.1275,-19.08,22.0,46.2,5% kerosene
0.1015,-20.85,27.4,48.2,10% kerosene
0.146,-17.9,19.1,44.7,15% turpentine
0.1615,-15.13,18.9,43.3,15% turpentine
0.1606,-14.21,20.1,44.9,20% turpentine
0.2037,-14.2,18.8,38.6,15% kerosene
0.1049,-19.51,22.9,46.5,pure
0.1196,-18.62,22.6,44.7,15% turpentine
0.1934,-11.66,18.5,38.9,20% kerosene
0.182,-16.5,19.8,40.6,10% kerosene
0.1258,-18.78,21.9,46.6,20% kerosene
0.2076,-11.53,12.8,40.3,20% kerosene
0.1527,-15.22,19.6,40.5,15% kerosene
0.2469,-9.73,10.2,31.4,5% kerosene
0.1064,-21.26,28.2,48.8,5% turpentine
0.0981,-21.44,27.1,47.9,pure
0.1499,-15.63,17.1,43.7,pure
0.2021,-11.85,12.7,38.1,10% turpentine
0.1898,-14.4,16.9,41.3,5% kerosene
0.2365,-10.72,11.3,32.6,5% turpentine
0.1995,-12.49,11.7,36.6,5% turpentine
0.1659,-17.29,25.2,46.0,5% turpentine
0.1768,-16.28,17.0,39.3,15% turpentine
0.2371,-9.87,11.1,34.7,20% turpentine
0.2008,-14.17,17.8,37.9,10% turpentine
0.2392,-10.77,11.4,33.4,20% turpentine
0.2035,-10.55,12.7,35.0,20% turpentine
0.1087,-17.42,23.3,42.3,15% turpentine
0.1191,-19.98,25.4,48.6,pure
0.2064,-13.37,15.3,41.6,20% turpentine
0.2297,-11.48,14.1,35.8,5% kerosene
0.1126,-18.09,24.5,45.6,20% kerosene
0.1364,-19.54,22.5,44.4,5% turpentine
0.174,-16.91,19.2,42.4,10% turpentine
0.2302,-9.81,11.5,34.2,pure
0.1437,-15.53,23.1,43.7,15% kerosene
0.2191,-13.77,18.5,38.2,10% kerosene
0.0988,-21.43,29.3,49.7,5% turpentine
0.1307,-21.1,21.4,46.8,20% turpentine
0.2063,-10.77,12.6,35.7,10% kerosene
0.1027,-21.34,27.3,48.5,5% kerosene
0.1634,-19.0,20.1,45.2,5% turpentine
0.1785,-14.6,16.4,38.1,20% turpentine
0.2285,-12.42,15.1,38.5,20% turpentine
0.2258,-10.2,11.9,34.5,15% turpentine
0.2279,-11.81,12.7,36.0,5% turpentine
0.1594,-15.34,20.8,41.3,5% turpentine
0.203,-12.45,17.0,39.3,15% kerosene
0.1614,-15.56,20.2,41.6,15% kerosene
0.1258,-19.21,23.7,48.2,10% turpentine
0.1086,-19.05,26.4,46.4,pure
0.1992,-12.39,15.5,37.1,pure
0.1627,-17.03,20.4,45.1,20% kerosene
0.2072,-13.06,13.9,38.5,10% turpentine
0.1508,-13.62,18.0,40.5,10% kerosene
0.1907,-12.14,12.0,37.1,10% kerosene
0.118,-21.45,28.7,48.5,pure
0.1585,-16.63,19.2,40.8,10% kerosene
0.1727,-15.3,17.8,40.7,15% turpentine
0.2466,-9.99,10.4,32.1,10% turpentine
0.2203,-12.27,12.5,36.2,20% kerosene
0.1688,-16.08,22.7,43.3,10% turpentine
0.1999,-16.08,15.8,38.1,pure
0.1695,-16.47,18.6,40.1,20% kerosene
0.1792,-16.27,16.8,40.0,5% turpentine
0.1051,-21.45,25.7,48.4,pure
0.1543,-15.08,20.2,42.3,15% kerosene
0.1223,-15.57,18.0,38.9,pure
0.1184,-20.94,28.3,48.7,10% kerosene
0.2206,-11.13,13.5,37.3,pure
0.2461,-9.67,11.1,33.1,pure
0.1062,-21.68,28.3,48.6,15% kerosene
0.1933,-15.27,14.0,40.1,15% kerosene
0.2293,-12.21,14.7,40.1,20% kerosene
0.1223,-21.42,28.6,48.4,5% turpentine
0.2205,-14.08,14.5,35.4,15% turpentine
0.222,-11.06,13.5,36.0,pure
0.0951,-21.98,29.9,49.9,5% turpentine
0.1916,-14.7,17.6,42.5,20% turpentine
0.1527,-16.03,17.9,41.8,15% turpentine
0.1454,-14.89,19.1,38.1,10% kerosene
0.2102,-12.27,13.0,37.0,pure
0.1994,-16.13,18.0,37.3,5% turpentine
0.2023,-12.7,13.1,35.9,10% kerosene
0.1943,-10.65,12.9,35.9,20% turpentine
0.2454,-10.04,11.0,32.5,20% turpentine
0.2459,-9.79,11.3,31.7,10% kerosene
0.2251,-10.64,13.9,35.3,5% turpentine
0.1965,-15.43,18.7,40.1,5% turpentine
0.0996,-21.98,28.6,49.3,5% kerosene
0.2288,-11.35,13.0,35.6,15% kerosene
0.1911,-12.25,13.3,38.2,10% turpentine
0.0993,-21.91,29.8,49.1,15% kerosene
0.2229,-12.02,11.9,36.2,20% turpentine
0.2406,-9.71,10.7,32.4,15% turpentine
0.199,-15.07,17.9,38.9,5% kerosene
0.1463,-16.74,21.2,43.2,5% turpentine
0.2294,-12.0,12.4,34.4,10% turpentine
0.2082,-11.82,13.5,35.3,20% kerosene
0.1624,-13.16,20.2,44.2,15% kerosene
0.1799,-13.03,16.7,37.9,5% turpentine
0.1652,-16.7,19.8,41.8,15% kerosene
0.2097,-12.56,15.0,34.4,10% kerosene
0.2158,-10.15,13.9,35.9,5% kerosene
0.1385,-18.89,18.1,41.7,5% turpentine
0.2452,-9.84,10.3,31.4,15% kerosene
0.2464,-10.25,10.6,33.0,pure
0.2271,-10.94,13.6,35.7,pure
0.1927,-11.73,15.7,35.3,15% turpentine
0.1708,-17.91,20.7,43.0,5% turpentine
0.2037,-12.02,15.1,34.7,20% turpentine
0.1751,-15.89,16.3,40.3,5% turpentine
0.1436,-13.73,19.3,38.2,20% turpentine
0.1178,-17.17,21.6,44.0,20% turpentine
0.1972,-14.27,12.8,37.0,20% turpentine
0.2433,-9.75,10.6,31.8,15% turpentine
0.1917,-13.71,16.6,40.6,15% kerosene
0.2448,-10.22,10.4,31.7,5% turpentine
0.2497,-9.54,10.1,31.0,15% turpentine
0.1164,-20.09,25.0,47.3,20% kerosene
0.2067,-13.09,16.2,40.3,20% turpentine
0.2127,-13.7,14.8,38.9,5% kerosene
0.1988,-13.05,16.8,39.5,10% kerosene
0.1623,-15.57,17.9,42.0,5% turpentine
0.1212,-16.71,21.7,42.8,10% turpentine
