frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1483,-13.03,19.7,38.4,10% turpentine
0.0951,-21.19,29.4,49.7,pure
0.2086,-10.27,12.4,35.2,15% turpentine
0.2155,-9.58,14.7,33.8,15% turpentine
0.162,-12.99,18.1,42.5,10% kerosene
0.1824,-12.43,17.4,41.7,15% kerosene
0.1989,-12.92,14.3,40.5,15% kerosene
0.2499,-9.51,11.0,32.1,20% turpentine
0.2087,-11.22,15.1,37.5,15% turpentine
0.2301,-10.59,12.0,32.1,20% turpentine
0.2097,-10.46,11.3,36.6,15% turpentine
0.216,-10.75,14.5,35.1,15% turpentine
0.1073,-20.93,18.9,43.9,10% kerosene
0.1342,-17.4,22.9,43.9,5% turpentine
0.1598,-14.37,19.3,40.7,10% turpentine
0.1372,-17.31,21.9,42.7,5% turpentine
0.0951,-20.36,29.9,47.1,pure
0.2261,-9.51,10.7,35.8,20% kerosene
0.1946,-14.98,17.8,43.2,10% kerosene
0.1502,-17.12,21.6,42.5,5% turpentine
0.1858,-17.33,22.7,44.6,5% kerosene
0.1567,-17.43,21.3,43.3,5% turpentine
0.2221,-14.42,19.5,41.0,10% turpentine
0.1569,-18.07,22.7,43.6,5% kerosene
0.1409,-16.38,24.3,44.6,5% kerosene
0.237,-10.61,14.4,34.1,20% turpentine
0.1522,-17.43,23.1,45.8,5% kerosene
0.2183,-10.97,15.4,34.4,15% turpentine
0.162,-17.21,22.4,44.4,5% turpentine
0.2259,-9.95,14.8,34.3,20% kerosene
0.1995,-14.21,13.0,38.9,15% kerosene
0.2499,-9.51,10.4,32.4,20% turpentine
0.2427,-9.95,14.8,34.9,20% kerosene
0.1843,-12.8,19.4,39.6,10% turpentine
0.2341,-10.06,15.3,35.9,20% kerosene
0.0981,-20.37,29.9,49.9,pure
0.213,-13.02,14.7,40.1,15% kerosene
0.2181,-12.88,25.4,39.5,15% kerosene
0.1215,-18.92,28.8,48.9,pure
0.1688,-14.64,13.9,40.7,15% kerosene
0.1414,-14.94,17.5,42.6,10% kerosene
0.2442,-10.68,14.6,36.1,20% kerosene
0.2055,-10.62,15.1,35.8,15% turpentine
0.1811,-16.45,16.5,41.0,10% kerosene
0.2082,-10.07,13.8,35.1,15% turpentine
0.1199,-17.28,21.8,42.1,5% turpentine
0.2245,-11.85,15.9,36.5,15% turpentine
0.1984,-15.06,20.3,39.8,10% kerosene
0.1617,-13.33,18.8,40.1,10% turpentine
0.1577,-11.84,14.5,39.4,15% kerosene
0.2499,-10.03,13.7,31.9,20% turpentine
0.1613,-14.68,17.8,39.0,10% turpentine
0.2323,-12.52,13.8,42.6,15% kerosene
0.1382,-16.67,22.7,45.4,5% kerosene
0.1558,-17.97,22.7,44.0,5% kerosene
0.2175,-11.44,15.1,35.3,15% turpentine
0.2412,-11.17,11.7,33.2,20% turpentine
0.2499,-9.74,12.8,33.4,20% turpentine
0.1659,-13.09,19.0,40.5,10% turpentine
0.1789,-12.4,18.2,39.9,10% turpentine
0.2184,-11.82,15.2,35.6,15% turpentine
0.1518,-13.94,17.9,42.5,10% kerosene
0.1305,-16.98,22.6,43.8,5% kerosene
0.2499,-9.56,10.7,32.3,20% turpentine
0.1308,-17.39,23.6,45.3,5% kerosene
0.1718,-12.42,13.7,39.0,15% kerosene
0.2298,-9.92,15.1,35.4,15% turpentine
0.1466,-13.39,15.3,38.8,15% kerosene
0.166,-16.97,21.8,45.1,5% turpentine
0.1497,-16.88,24.0,45.8,5% kerosene
0.1522,-12.88,14.5,39.9,15% kerosene
0.1602,-17.28,23.1,44.8,5% turpentine
0.1897,-13.74,18.2,44.5,10% kerosene
0.2208,-11.16,11.3,34.4,15% turpentine
0.248,-9.51,12.3,32.9,20% turpentine
0.2034,-10.48,12.3,33.3,20% kerosene
0.1959,-15.19,13.6,39.1,15% kerosene
0.1449,-16.61,24.0,45.2,5% kerosene
0.1433,-17.84,22.6,45.2,5% kerosene
0.2306,-9.51,13.0,34.7,20% turpentine
0.2411,-9.51,11.9,31.7,20% turpentine
0.1116,-17.29,22.5,44.6,5% kerosene
0.1799,-14.2,18.1,39.8,15% kerosene
0.1547,-16.51,22.9,44.1,5% turpentine
0.2058,-14.24,17.4,38.5,10% turpentine
0.1902,-12.78,17.1,43.8,10% kerosene
0.0985,-20.43,23.5,48.4,pure
0.1362,-17.03,22.8,43.3,5% turpentine
0.1669,-13.56,15.8,44.7,10% kerosene
0.2149,-10.49,14.4,35.4,15% turpentine
0.0951,-19.75,26.6,49.4,pure
0.1665,-16.79,23.2,43.6,5% kerosene
0.1306,-16.62,23.3,45.0,5% kerosene
0.1868,-17.88,24.5,45.3,5% turpentine
0.2499,-13.14,18.8,40.4,10% turpentine
0.2221,-10.22,12.6,35.1,20% kerosene
0.1228,-17.23,24.2,46.0,5% kerosene
0.2218,-9.51,12.0,32.0,15% turpentine
0.1307,-16.86,23.4,45.1,5% kerosene
0.2385,-10.23,14.0,31.8,20% turpentine
0.1894,-16.93,17.1,48.1,10% kerosene
0.1836,-13.22,18.1,41.5,10% kerosene
0.2173,-14.92,18.0,44.2,10% kerosene
0.1792,-13.62,13.5,39.1,15% kerosene
0.0951,-20.24,28.7,47.7,pure
0.1948,-12.78,12.3,46.0,15% kerosene
0.2245,-10.33,15.9,36.0,15% turpentine
0.0996,-20.27,27.6,45.8,pure
0.1928,-10.02,13.5,34.6,20% kerosene
0.1815,-13.8,26.8,47.2,10% kerosene
0.203,-19.6,17.5,39.7,15% kerosene
0.2499,-9.51,14.8,44.7,20% turpentine
0.1584,-15.65,17.6,39.0,10% turpentine
0.2251,-10.39,14.0,34.5,15% turpentine
0.1605,-13.86,18.7,41.2,10% kerosene
0.2499,-9.51,10.9,32.3,20% turpentine
0.1668,-16.54,21.7,45.4,5% kerosene
0.1924,-11.72,15.0,36.4,15% turpentine
0.1551,-13.63,18.9,40.5,10% turpentine
0.1493,-18.05,24.2,45.0,5% turpentine
0.2147,-10.49,13.3,35.2,20% kerosene
0.2042,-10.65,14.1,36.5,15% turpentine
0.2444,-9.97,13.1,31.0,20% turpentine
0.2499,-9.51,14.0,31.0,20% turpentine
0.194,-12.07,13.7,36.5,15% turpentine
0.1925,-15.43,14.2,40.3,15% kerosene
0.2499,-10.05,12.2,34.7,20% turpentine
0.0965,-20.62,28.3,47.4,pure
0.0951,-21.27,28.2,49.7,pure
0.0956,-18.2,22.2,42.7,5% turpentine
0.1693,-19.35,16.9,42.0,10% kerosene
0.1468,-17.33,23.1,44.0,5% kerosene
0.1642,-17.43,21.6,44.7,5% kerosene
0.0951,-20.13,28.9,49.9,pure
0.2054,-13.84,17.1,43.8,10% kerosene
0.1275,-17.05,23.3,42.1,5% turpentine
0.163,-14.63,19.2,42.5,10% kerosene
0.1704,-14.16,17.1,44.2,10% kerosene
0.2499,-10.15,11.1,35.0,20% turpentine
0.1999,-14.19,20.9,43.6,10% kerosene
0.1496,-17.02,21.2,44.2,5% turpentine
0.1375,-11.08,14.6,47.9,20% kerosene
0.1207,-12.57,17.9,39.7,10% turpentine
0.1515,-21.73,24.3,48.1,pure
0.1604,-12.46,18.0,39.8,10% turpentine
0.15,-14.55,11.4,38.2,15% kerosene
0.0951,-21.96,29.1,49.9,pure
0.1536,-13.77,15.3,34.3,15% kerosene
0.1652,-15.52,17.4,38.3,10% kerosene
0.1611,-12.77,17.6,44.2,10% kerosene
0.1511,-13.39,18.3,38.6,10% kerosene
0.1456,-17.85,17.6,44.0,5% turpentine
0.0951,-20.57,26.5,47.4,pure
0.2359,-9.81,14.6,33.5,20% kerosene
0.1132,-16.62,22.7,42.9,5% kerosene
0.1702,-16.17,27.1,43.6,10% kerosene
0.1702,-14.29,18.6,39.4,10% turpentine
0.2375,-9.51,13.6,36.2,20% kerosene
0.1049,-16.91,23.1,41.7,5% kerosene
0.2027,-13.5,14.5,40.6,15% kerosene
0.148,-18.2,21.4,42.8,5% turpentine
0.2354,-10.61,12.3,32.2,20% turpentine
0.1993,-9.51,16.6,35.4,15% turpentine
0.1323,-17.25,22.5,43.1,5% kerosene
0.2189,-15.09,18.1,39.5,10% turpentine
0.2151,-12.91,12.4,40.7,15% kerosene
0.1906,-17.91,22.4,42.3,5% turpentine
0.2055,-11.42,13.8,40.6,15% kerosene
0.1511,-17.16,21.7,46.2,5% kerosene
0.0951,-20.82,29.4,48.4,pure
0.1871,-11.98,14.1,38.2,10% turpentine
0.1526,-17.48,22.9,44.9,5% kerosene
0.1047,-21.98,29.0,49.7,pure
0.0951,-20.13,29.6,49.7,pure
0.2289,-9.51,13.1,31.0,20% turpentine
0.1276,-19.91,28.2,46.8,pure
0.2493,-9.51,13.6,32.9,20% turpentine
0.2241,-11.44,13.8,35.3,20% kerosene
0.1441,-12.98,19.7,39.3,10% turpentine
0.2499,-9.51,11.7,32.0,20% turpentine
0.1819,-17.36,21.8,44.1,5% kerosene
0.2499,-10.96,12.2,32.6,20% kerosene
0.0951,-21.12,28.9,49.9,pure
0.1579,-15.52,14.5,39.8,15% kerosene
0.0951,-21.98,29.9,49.2,pure
0.2188,-9.73,12.3,31.0,20% turpentine
0.2219,-10.62,16.1,34.5,20% kerosene
0.2273,-9.53,13.7,34.8,20% kerosene
0.2296,-10.08,11.6,33.3,20% kerosene
0.2433,-10.32,14.5,34.6,20% kerosene
0.2094,-13.78,18.6,39.4,15% kerosene
0.0968,-20.91,23.1,47.1,pure
0.1498,-17.24,22.0,44.1,5% turpentine
0.1248,-17.42,22.7,44.9,5% kerosene
0.206,-9.91,16.0,35.7,15% turpentine
0.2321,-10.04,14.0,35.4,15% turpentine
0.0998,-21.44,27.1,47.3,pure
0.2061,-10.66,12.4,37.0,15% turpentine
0.2268,-9.69,12.9,34.4,20% kerosene
0.1692,-14.83,17.9,42.5,10% kerosene
0.2387,-10.84,13.6,31.4,20% kerosene
0.1801,-13.43,20.2,38.7,10% turpentine
0.2258,-10.18,13.0,35.4,15% turpentine
0.0951,-20.74,29.6,47.2,pure
0.2233,-11.83,13.0,37.5,15% turpentine
0.182,-13.94,13.3,39.5,15% kerosene
0.2214,-10.95,12.5,34.3,20% kerosene
0.1616,-17.83,20.8,44.6,5% turpentine
0.1582,-17.21,24.2,46.6,5% kerosene
0.1338,-17.63,22.1,42.0,5% turpentine
0.2051,-13.57,17.8,39.3,10% kerosene
0.2143,-9.51,14.5,35.6,15% turpentine
0.1344,-17.7,22.7,42.8,5% turpentine
0.1815,-12.21,21.3,43.3,10% kerosene
0.1358,-17.29,22.3,44.7,5% kerosene
0.1394,-18.46,22.1,44.4,5% turpentine
0.2267,-11.18,13.2,34.8,15% turpentine
0.131,-16.73,22.5,42.3,5% turpentine
0.119,-16.35,25.1,45.7,5% kerosene
0.1428,-16.38,23.0,43.5,5% kerosene
0.1403,-13.19,18.4,39.4,15% kerosene
0.1252,-18.49,22.8,44.7,5% turpentine
0.2225,-11.55,15.1,34.2,15% turpentine
0.2499,-9.69,11.5,33.5,20% turpentine
0.2499,-9.51,13.0,31.0,20% turpentine
0.1804,-15.62,19.3,41.7,10% turpentine
0.2163,-9.9,15.5,34.0,15% turpentine
0.22,-9.51,12.5,36.3,15% turpentine
0.1845,-12.9,20.7,43.1,10% kerosene
0.1214,-17.4,23.2,44.6,5% turpentine
0.1843,-15.09,18.5,39.5,10% turpentine
0.176,-12.69,19.1,43.7,10% kerosene
0.096,-21.07,18.5,39.6,pure
0.2499,-9.99,13.6,34.3,20% kerosene
0.1414,-17.39,23.1,43.6,5% kerosene
0.2361,-10.42,13.4,34.3,20% kerosene
0.0951,-20.53,26.0,49.9,pure
0.1546,-16.67,23.0,43.9,5% kerosene
0.1987,-10.77,14.0,36.8,15% turpentine
0.1611,-14.29,29.5,38.5,15% kerosene
0.1485,-17.61,23.3,43.9,5% kerosene
0.1392,-14.18,17.9,43.6,5% kerosene
0.1552,-13.77,17.0,49.9,10% kerosene
0.1751,-12.82,22.4,44.8,10% kerosene
0.1517,-14.13,13.1,39.6,15% kerosene
0.1513,-17.68,23.5,42.6,5% turpentine
0.1334,-14.32,15.9,39.9,15% kerosene
0.104,-17.26,23.1,44.5,5% kerosene
0.2065,-9.51,14.0,36.3,15% turpentine
0.2097,-13.69,17.7,43.1,10% kerosene
0.2292,-9.51,14.9,33.7,20% kerosene
0.2095,-9.79,12.9,36.2,15% turpentine
0.2184,-11.37,15.8,37.9,15% turpentine
0.1747,-11.71,18.1,38.4,10% turpentine
0.1753,-14.38,18.0,43.5,10% kerosene
0.15,-14.24,18.2,39.8,10% turpentine
0.1331,-16.89,23.2,43.1,5% turpentine
0.1069,-21.46,29.9,49.5,pure
0.1648,-14.09,17.8,40.0,15% kerosene
0.238,-10.46,15.3,36.3,15% turpentine
0.2248,-9.51,11.6,33.9,20% turpentine
0.246,-9.99,10.6,33.6,20% turpentine
0.1471,-13.67,18.2,38.8,10% turpentine
0.2301,-9.51,14.2,36.4,15% turpentine
0.1303,-16.77,22.6,44.8,5% kerosene
0.2224,-10.04,15.8,33.0,15% turpentine
0.2368,-10.23,13.8,33.4,20% turpentine
0.2372,-9.98,11.2,32.3,20% turpentine
0.1519,-14.4,18.6,39.9,15% kerosene
0.0951,-18.6,27.8,48.9,pure
0.233,-11.39,12.3,33.3,20% kerosene
0.1514,-14.87,14.7,39.0,15% kerosene
0.1484,-14.41,16.1,39.3,10% turpentine
0.2394,-9.51,11.6,33.2,20% turpentine
0.2086,-14.91,14.0,38.9,15% kerosene
0.1211,-17.71,23.0,44.0,5% turpentine
0.1603,-17.21,21.9,43.8,5% turpentine
0.1368,-14.48,22.1,42.7,10% kerosene
0.135,-16.9,24.0,43.2,5% kerosene
0.1696,-12.58,18.2,38.8,10% turpentine
0.1487,-15.08,18.4,39.9,10% turpentine
0.1772,-13.89,16.6,43.1,10% kerosene
0.1306,-17.3,22.7,44.9,5% kerosene
0.1908,-14.09,16.3,42.9,10% kerosene
0.1594,-15.63,16.7,42.5,10% kerosene
0.2004,-12.27,16.2,42.1,10% kerosene
0.2178,-10.67,13.9,44.3,15% turpentine
0.2224,-9.51,14.7,36.8,15% turpentine
0.1737,-18.11,22.0,44.6,5% turpentine
0.178,-14.25,16.5,38.9,15% kerosene
0.1766,-14.48,18.0,44.2,10% kerosene
0.2236,-9.66,13.1,33.2,20% kerosene
0.1307,-14.83,20.0,41.8,10% turpentine
0.233,-9.79,12.1,32.2,20% turpentine
0.2399,-9.51,13.1,33.0,20% turpentine
0.1845,-13.97,18.6,42.7,10% kerosene
0.2392,-10.48,14.5,39.8,15% kerosene
0.1334,-12.04,13.9,36.4,15% turpentine
0.1001,-20.45,27.9,49.9,pure
0.1249,-18.27,22.6,43.7,5% turpentine
0.1772,-12.65,19.3,39.7,10% turpentine
0.2304,-13.73,15.5,41.0,15% kerosene
0.1654,-12.93,18.0,40.8,10% turpentine
0.1522,-17.35,22.2,43.8,5% kerosene
0.1063,-16.76,23.2,44.7,5% kerosene
0.1493,-11.27,14.8,35.3,15% turpentine
0.248,-9.51,12.8,32.9,20% turpentine
0.1667,-15.05,18.2,40.4,10% turpentine
0.2108,-10.14,15.1,33.9,15% turpentine
0.191,-13.51,13.9,39.5,15% kerosene
0.2288,-9.78,11.8,31.8,20% turpentine
0.1627,-12.87,19.0,40.2,10% turpentine
0.1979,-14.55,21.5,44.1,10% kerosene
0.127,-16.21,21.4,44.1,5% kerosene
0.1644,-14.5,19.9,39.7,10% turpentine
0.1637,-17.74,23.7,44.8,5% kerosene
0.2402,-9.51,13.0,32.1,20% turpentine
0.22,-10.52,15.6,35.1,20% kerosene
0.2132,-9.81,14.5,34.2,15% turpentine
0.2499,-10.13,15.6,32.5,20% turpentine
0.1612,-13.19,12.4,46.3,10% kerosene
0.2131,-10.4,16.1,36.1,15% turpentine
0.2127,-10.66,12.7,34.6,15% turpentine
0.1951,-16.82,24.2,44.7,5% kerosene
0.2178,-14.2,14.3,38.7,15% kerosene
0.208,-10.33,11.6,33.8,20% kerosene
0.1258,-17.38,22.7,43.5,5% kerosene
0.1538,-13.83,14.1,39.6,15% kerosene
0.1285,-18.42,22.5,46.1,5% kerosene
0.1303,-11.04,13.5,37.1,15% turpentine
0.2128,-10.08,11.9,34.3,20% kerosene
0.0951,-20.61,26.8,49.9,pure
0.2145,-11.04,14.4,37.4,15% turpentine
0.2068,-13.67,17.2,39.6,10% kerosene
0.1173,-17.19,21.7,44.5,5% turpentine
0.1665,-17.6,22.9,45.1,5% kerosene
0.226,-9.99,13.0,34.7,20% kerosene
0.2337,-10.68,15.7,34.5,20% kerosene
0.1412,-11.44,15.3,40.3,15% kerosene
0.0951,-19.84,26.4,49.9,pure
0.1419,-17.97,22.1,44.8,5% turpentine
0.2169,-11.58,14.4,34.8,15% turpentine
0.1588,-17.22,21.8,42.6,5% turpentine
0.2365,-10.04,12.6,34.8,20% kerosene
0.2499,-9.51,13.0,32.7,20% turpentine
0.196,-14.66,15.1,40.4,15% kerosene
0.0967,-20.36,29.9,49.9,pure
0.1994,-13.88,18.5,39.6,10% turpentine
0.2261,-14.03,14.2,39.6,15% kerosene
0.1687,-17.27,21.8,43.2,5% turpentine
0.1044,-20.9,29.9,48.8,pure
0.1972,-15.31,20.0,48.2,10% kerosene
0.1758,-17.28,21.4,44.2,5% turpentine
0.2351,-9.51,11.8,34.4,20% turpentine
0.182,-15.67,14.4,40.1,15% kerosene
0.2362,-10.28,15.4,36.7,15% turpentine
0.242,-13.55,14.9,40.7,15% kerosene
0.2035,-14.9,21.9,41.9,10% kerosene
0.1082,-17.77,23.8,45.0,5% kerosene
0.1449,-17.04,21.4,43.9,5% kerosene
0.2286,-10.32,14.1,36.0,20% kerosene
0.2174,-10.82,14.0,34.9,15% turpentine
0.2105,-13.8,17.8,39.9,10% kerosene
0.1693,-14.19,15.6,44.3,10% kerosene
0.1365,-17.54,22.9,46.2,5% kerosene
0.1326,-17.01,14.2,43.2,5% kerosene
0.1772,-15.23,18.8,39.0,10% kerosene
0.2288,-9.51,13.5,35.7,20% kerosene
0.1124,-17.79,21.2,45.7,5% turpentine
0.1517,-15.88,14.3,38.4,15% kerosene
0.2187,-13.05,17.3,47.6,10% kerosene
0.1276,-12.57,13.7,39.3,15% kerosene
0.2441,-10.3,14.5,32.1,20% turpentine
0.1159,-17.02,22.6,44.5,5% kerosene
0.1651,-14.08,17.5,39.2,15% kerosene
0.2445,-9.95,10.0,34.3,20% turpentine
0.2227,-9.56,13.1,35.4,20% kerosene
0.1726,-14.21,24.4,38.7,10% turpentine
0.1463,-17.75,22.5,45.0,5% turpentine
0.2317,-9.51,11.3,34.5,20% turpentine
0.2456,-19.44,14.8,33.8,20% kerosene
0.2359,-10.24,13.6,33.3,20% turpentine
0.1432,-18.11,22.6,44.0,5% kerosene
0.1576,-14.85,17.9,41.6,10% kerosene
0.1856,-12.71,17.3,39.9,10% turpentine
0.2007,-9.51,14.6,33.9,20% kerosene
0.19,-14.4,15.9,40.4,15% kerosene
0.2142,-10.0,13.4,34.8,20% kerosene
0.2375,-9.51,14.0,33.0,20% turpentine
0.1814,-17.41,23.1,43.9,5% kerosene
0.1685,-14.61,18.7,41.3,15% kerosene
0.224,-10.94,14.2,35.6,20% kerosene
0.1353,-17.35,22.9,45.3,5% kerosene
0.2431,-10.71,13.2,33.8,20% turpentine
0.1659,-9.64,14.6,38.9,15% kerosene
0.1956,-10.81,14.9,35.6,15% turpentine
0.1534,-13.22,18.8,39.1,10% turpentine
0.1925,-13.36,19.2,39.6,10% turpentine
0.243,-9.51,15.7,33.3,20% kerosene
0.1267,-17.7,23.2,45.0,5% kerosene
0.1481,-18.01,21.5,43.3,5% turpentine
0.1008,-21.04,25.7,46.4,pure
0.2095,-13.74,16.0,40.5,10% turpentine
0.157,-14.49,18.0,42.9,10% kerosene
0.2499,-11.25,11.5,33.0,20% turpentine
0.211,-14.51,17.5,42.8,10% kerosene
0.157,-18.21,21.6,46.5,5% kerosene
0.204,-14.19,18.1,39.2,15% kerosene
0.1478,-18.32,21.2,43.1,5% turpentine
0.1798,-13.53,18.1,39.9,10% turpentine
0.1533,-12.64,16.7,42.7,10% kerosene
0.1606,-13.65,17.2,44.6,10% kerosene
0.2356,-11.47,12.4,38.2,20% kerosene
0.1437,-13.25,12.6,40.1,15% kerosene
0.1467,-16.56,22.6,43.8,5% kerosene
0.1776,-17.44,20.8,44.1,5% turpentine
0.1743,-11.91,14.9,39.7,15% kerosene
0.21,-9.8,14.8,35.1,20% kerosene
0.1426,-13.28,18.8,40.5,10% turpentine
0.1288,-13.95,16.7,38.7,10% turpentine
0.1865,-18.36,23.6,44.2,5% turpentine
0.165,-17.08,22.8,43.6,5% kerosene
0.0951,-21.33,27.1,48.8,pure
0.2283,-9.94,12.0,33.1,20% turpentine
0.2216,-10.79,13.5,35.8,20% kerosene
0.0951,-20.2,27.3,49.9,pure
0.1665,-13.27,16.1,48.5,10% kerosene
0.2494,-10.3,13.5,34.0,20% kerosene
0.1072,-17.7,27.4,44.8,pure
0.2406,-9.62,14.0,34.5,20% kerosene
0.2349,-9.58,12.9,35.4,20% kerosene
0.1948,-12.82,12.7,40.6,15% kerosene
0.2266,-10.02,15.6,37.2,15% turpentine
0.1533,-13.12,17.3,40.1,10% turpentine
0.2238,-10.15,15.2,35.2,15% turpentine
0.1495,-17.9,23.2,45.2,5% turpentine
0.0951,-21.75,28.0,49.9,pure
0.163,-17.71,20.1,44.9,5% turpentine
0.1735,-13.57,17.3,40.1,10% turpentine
0.1461,-16.67,22.1,45.2,5% turpentine
0.2499,-11.84,13.9,33.6,20% turpentine
0.12,-20.66,18.4,45.7,10% turpentine
0.1847,-17.25,17.4,47.2,10% kerosene
0.1526,-9.51,14.4,34.0,15% turpentine
0.1707,-16.9,18.7,44.1,10% kerosene
0.0951,-20.01,27.0,45.9,pure
0.2164,-11.91,13.0,35.8,15% turpentine
0.1427,-16.96,22.5,43.8,5% kerosene
0.189,-13.97,15.1,39.3,15% kerosene
0.1443,-17.26,21.3,46.7,5% kerosene
0.0951,-21.12,26.6,48.2,pure
0.1616,-17.08,19.7,39.8,10% turpentine
0.0951,-20.05,29.9,48.8,pure
0.1319,-17.34,21.6,41.6,5% kerosene
0.2387,-9.97,12.2,36.3,20% kerosene
0.0951,-21.01,27.8,47.3,pure
0.1966,-13.8,18.5,40.0,10% turpentine
0.2059,-10.35,12.7,34.6,20% kerosene
0.2499,-10.28,14.2,32.2,20% turpentine
0.1358,-17.68,24.5,44.1,5% turpentine
0.2499,-9.51,14.6,31.0,20% turpentine
0.1013,-20.19,28.1,48.9,pure
0.1547,-17.26,23.3,45.1,5% kerosene
0.1935,-15.41,17.9,43.4,10% kerosene
0.2499,-9.51,11.9,33.0,20% turpentine
0.1632,-13.73,19.6,39.2,10% turpentine
0.2037,-13.63,18.8,39.6,10% turpentine
0.2069,-14.36,14.4,38.1,15% kerosene
0.2199,-9.86,15.9,35.1,15% turpentine
0.2499,-9.51,13.3,32.7,20% turpentine
0.2499,-13.67,17.3,41.6,10% kerosene
0.2342,-10.88,13.6,35.4,15% turpentine
0.1582,-10.84,12.4,35.6,20% kerosene
0.1702,-14.27,18.5,43.4,10% kerosene
0.1419,-16.66,21.6,45.0,5% kerosene
0.2201,-14.68,17.4,42.6,10% kerosene
0.1474,-17.01,22.1,43.6,5% turpentine
0.2137,-11.74,14.7,33.8,15% turpentine
0.198,-14.21,14.5,40.0,15% kerosene
0.1387,-13.79,16.5,42.5,10% kerosene
0.121,-17.98,24.2,42.5,5% turpentine
0.2064,-11.81,15.9,36.2,15% turpentine
0.1231,-13.96,17.6,40.4,10% turpentine
0.1394,-17.37,22.7,42.6,5% turpentine
0.1951,-13.58,16.0,44.0,10% kerosene
0.1921,-13.13,15.0,39.2,15% kerosene
0.2021,-14.09,17.6,39.7,10% turpentine
0.1068,-21.62,26.3,48.0,pure
0.1786,-17.79,19.9,44.0,5% turpentine
0.1525,-17.43,22.7,44.1,5% turpentine
0.0951,-21.87,26.3,49.4,pure
0.2394,-10.16,15.1,33.5,20% kerosene
0.1614,-16.38,22.8,45.7,5% kerosene
0.2295,-13.29,18.1,47.5,15% kerosene
0.151,-17.13,22.0,44.2,5% turpentine
0.0951,-21.24,27.8,47.4,pure
0.1526,-13.37,16.4,43.7,10% kerosene
0.2497,-10.24,13.6,36.0,20% kerosene
0.1359,-17.45,22.6,44.8,5% kerosene
0.2499,-10.85,10.0,32.7,20% turpentine
0.1886,-17.6,22.1,42.8,10% kerosene
0.2115,-10.62,14.7,35.8,15% turpentine
0.0951,-20.22,28.2,49.3,pure
0.2164,-10.34,14.4,39.1,15% kerosene
0.124,-17.94,21.6,44.5,5% turpentine
0.1033,-19.23,29.5,46.2,pure
0.182,-13.12,17.1,42.4,10% kerosene
0.1164,-19.86,28.3,48.4,pure
0.1351,-17.76,22.1,43.3,5% turpentine
0.1624,-17.32,23.1,45.2,5% kerosene
0.2172,-10.67,12.8,36.1,15% turpentine
0.1854,-14.27,17.8,38.7,15% kerosene
0.1672,-14.42,18.4,40.3,15% kerosene
0.1134,-17.5,21.9,44.5,5% kerosene
0.2102,-10.69,14.6,35.8,15% turpentine
0.2215,-10.56,13.1,36.9,15% turpentine
0.1945,-11.43,12.8,36.2,15% turpentine
0.1997,-10.46,13.6,36.2,15% turpentine
0.1539,-13.39,29.9,40.1,10% turpentine
0.1803,-12.28,14.7,39.5,15% kerosene
0.2358,-9.51,11.4,31.7,20% turpentine
0.1611,-18.52,22.5,43.1,5% turpentine
0.1185,-17.83,24.1,42.3,5% turpentine
0.1367,-17.07,22.9,45.4,5% kerosene
0.1354,-17.52,23.3,43.9,5% turpentine
0.1605,-14.15,18.4,38.9,10% turpentine
0.1335,-17.71,22.8,43.7,5% kerosene
0.1927,-14.57,18.5,39.0,10% turpentine
0.1341,-17.98,22.6,41.3,5% turpentine
0.1873,-13.24,15.8,39.9,15% kerosene
0.1623,-16.97,19.2,40.4,10% turpentine
0.2403,-9.99,15.3,34.1,20% kerosene
0.1552,-17.3,22.9,44.1,5% kerosene
0.1997,-15.79,18.4,39.0,15% kerosene
0.1293,-17.22,22.6,43.3,5% kerosene
0.1948,-17.84,21.3,42.9,5% turpentine
0.2021,-11.52,14.5,34.3,15% turpentine
0.1931,-18.12,21.1,44.0,5% turpentine
0.1872,-13.19,18.7,38.1,10% turpentine
0.1237,-16.92,23.7,44.7,5% kerosene
0.216,-10.17,14.3,36.8,15% turpentine
0.1944,-16.99,19.6,43.7,10% kerosene
0.2304,-9.82,15.9,34.3,20% kerosene
0.2092,-11.43,14.0,35.9,15% turpentine
0.1068,-21.96,29.2,46.3,pure
0.1834,-17.43,24.2,46.1,5% kerosene
0.0951,-20.47,29.4,45.9,pure
0.242,-9.98,14.3,33.1,20% turpentine
0.1647,-15.2,18.1,39.3,15% kerosene
0.156,-14.44,19.5,38.8,10% turpentine
0.1291,-15.82,18.0,42.5,10% kerosene
0.1179,-17.3,22.3,43.4,5% kerosene
0.157,-17.35,22.0,42.8,5% turpentine
0.1352,-13.46,18.8,39.8,10% turpentine
0.1653,-13.8,18.7,41.8,10% kerosene
0.1634,-9.51,18.6,40.6,10% turpentine
0.1724,-15.48,16.7,48.7,10% kerosene
0.1505,-13.8,14.6,40.3,15% kerosene
0.0951,-20.3,25.8,49.3,pure
0.1611,-17.22,22.9,46.5,5% kerosene
0.1831,-11.02,19.0,41.2,10% turpentine
0.1571,-16.94,22.6,46.6,5% kerosene
0.2213,-13.38,14.3,39.5,15% kerosene
0.225,-10.53,13.2,36.9,15% turpentine
0.1739,-13.26,13.6,39.4,15% kerosene
0.1339,-16.99,20.4,43.1,5% turpentine
0.1267,-16.73,21.7,44.6,5% kerosene
0.1908,-10.09,10.6,32.3,20% turpentine
0.2329,-10.26,13.8,32.8,20% turpentine
